repo,childSha,parentSha,childBranch,timestamp,newHitLines,newNonHitLines,newFileHitLines,newFileNonHitLines,deletedLinesTested,deletedLinesNotTested,deletedFileLinesTested,deletedFileLinesNotTested,oldLinesNewlyTested,oldLinesNoLongerTested,modifiedLinesNewlyHit,modifiedLinesStillHit,modifiedLinesNotHit,nStatementsInBoth,nStatementsInEither,totalStatementsHitNow,totalStatementsHitPrev,totalStatementsNow,totalStatementsPrev,insFilesSrc,insFilesTest,modFilesSrc,modFilesTest,delFilesSrc,delFilesTest,newLinesSrc,newLinesTest,delLinesSrc,delLinesTest,insLinesAllFiles,delLinesAllFiles
apache/commons-collections,911814e49c024c070e4c95149b2cbf83842deaf3,e77c1d875ef3ac4a07c967e88c5b46a4597339c0,master,1627934219,0,0,0,0,0,0,0,0,0,0,0,0,0,12145,12145,12145,12145,13473,13473,0,0,0,0,0,0,0,0,0,0,3,3,
apache/commons-collections,e77c1d875ef3ac4a07c967e88c5b46a4597339c0,fc99d0908305463cc7464d661d28b6d5b0ce94b4,master,1627929221,71,11,0,0,71,11,0,0,14,0,0,0,0,12060,12229,12145,12144,13473,13401,0,0,1,1,0,0,456,209,426,195,736,685,
apache/commons-collections,fc99d0908305463cc7464d661d28b6d5b0ce94b4,0b365e4c1833bf55648ca34b9dffd966c31cc69b,master,1626212714,0,0,0,0,0,0,0,0,4,0,0,0,0,12139,12143,12143,12139,13471,13471,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,0b365e4c1833bf55648ca34b9dffd966c31cc69b,08b0dd116e13e8e1ae399a849b4c41dda7b204d8,master,1625924483,106,11,0,0,106,11,0,0,0,4,0,0,0,12033,12249,12139,12143,13471,13365,0,0,167,101,0,0,117,2,671,306,119,977,
apache/commons-collections,08b0dd116e13e8e1ae399a849b4c41dda7b204d8,756998ff11bca20d339271b7204d3e4d75931631,master,1625153394,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,12,1,
apache/commons-collections,756998ff11bca20d339271b7204d3e4d75931631,bdfbbcdca2e5487caab92743bff4c4ae8fe86eee,master,1624943031,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,2,1,
apache/commons-collections,bdfbbcdca2e5487caab92743bff4c4ae8fe86eee,591612e3c171be085faa0a2a1641798d77684c54,master,1623925540,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,2,1,
apache/commons-collections,591612e3c171be085faa0a2a1641798d77684c54,7d8b97961263ade3e64b819248f35fdcfc922c81,master,1623603391,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,7d8b97961263ade3e64b819248f35fdcfc922c81,0f54cb20903e75d43da9383464093a827e19b2e9,master,1622183415,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,0f54cb20903e75d43da9383464093a827e19b2e9,d87dd86c21b5a76299e57f1577dd433abf8685ac,master,1621994162,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,d87dd86c21b5a76299e57f1577dd433abf8685ac,8da2bb7ee4bc64cf46611779d9b5c3e7381be7ff,master,1621643247,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,1,0,0,0,1,0,1,0,4,1,
apache/commons-collections,8da2bb7ee4bc64cf46611779d9b5c3e7381be7ff,a95f0eb816e6b7bb3736ffc0c083912a22e9cee9,master,1621241457,0,0,0,0,0,0,0,0,4,0,0,0,0,12139,12143,12143,12139,13471,13471,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,a95f0eb816e6b7bb3736ffc0c083912a22e9cee9,6ff944f038666efb7a53b2c3b7ffc86763d4f566,master,1621198919,0,0,0,0,0,0,0,0,0,4,0,0,0,12139,12143,12139,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,17,0,
apache/commons-collections,6ff944f038666efb7a53b2c3b7ffc86763d4f566,e1f23b035d7caeab8333e8df6739eb143b64affb,master,1620587077,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,6,2,
apache/commons-collections,e1f23b035d7caeab8333e8df6739eb143b64affb,e34291f9f53f4a4390983d52643b693505ab7d37,master,1618870748,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,4,1,
apache/commons-collections,e34291f9f53f4a4390983d52643b693505ab7d37,f8d9cee723218ba5943dbf00ed7519d5be007511,master,1618294180,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,5,4,
apache/commons-collections,e4e605f3918c4a75bdc31ec764803b8eb5aa7d9e,f8d9cee723218ba5943dbf00ed7519d5be007511,master,1617947731,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,12143,12143,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,3,2,
apache/commons-collections,f8d9cee723218ba5943dbf00ed7519d5be007511,924a27330db7e0400d7bac1b1024af0733c07572,master,1617406541,0,0,0,0,0,0,0,0,4,0,0,0,0,12139,12143,12143,12139,13471,13471,0,0,0,0,0,0,0,0,0,0,14,0,
apache/commons-collections,924a27330db7e0400d7bac1b1024af0733c07572,3aae82cbaaaf539bf3f54cd6a0679efc123f2c8e,master,1617045189,0,0,0,0,0,0,0,0,0,0,0,0,0,12139,12139,12139,12139,13471,13471,0,0,0,0,0,0,0,0,0,0,2,1,
apache/commons-collections,3aae82cbaaaf539bf3f54cd6a0679efc123f2c8e,26b0f41a09eb02d222c5d83b87fb38b18278ef63,master,1616010141,0,0,0,0,0,0,0,0,0,4,0,0,0,12139,12143,12139,12143,13471,13471,0,0,0,0,0,0,0,0,0,0,1,3,
apache/commons-collections,26b0f41a09eb02d222c5d83b87fb38b18278ef63,4a845dc8bc2debd59d2289a7a58fd1f4d5a23607,master,1614969484,57,23,0,0,62,25,0,0,0,0,0,0,0,12086,12205,12143,12148,13471,13416,0,0,15,3,0,0,157,12,127,18,178,147,
apache/commons-collections,4a845dc8bc2debd59d2289a7a58fd1f4d5a23607,fdd78dc3e532ea8f60cbdce36dae0238362b5fef,master,1614523564,0,0,0,0,0,0,0,0,0,0,0,0,0,12145,12145,12145,12145,13474,13474,0,0,0,2,0,0,0,3,0,3,3,3,
apache/commons-collections,fdd78dc3e532ea8f60cbdce36dae0238362b5fef,6f9b16da5569378d884702a060749c05c75285de,master,1613399010,61,4,0,0,60,4,0,0,0,0,0,0,0,12084,12205,12145,12144,13474,13413,0,0,40,70,0,0,101,595,92,603,715,701,
apache/commons-collections,6f9b16da5569378d884702a060749c05c75285de,9691a48354d1a97d470b9184bb98da088c97e9d9,master,1610818449,5,1,0,0,80,2,0,0,0,0,0,0,0,12139,12224,12144,12219,13473,13469,0,0,38,0,0,0,91,0,85,0,94,87,
apache/commons-collections,9691a48354d1a97d470b9184bb98da088c97e9d9,b84f8d695c7517173e8239e6653b9e3d18aa5278,master,1610748063,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13549,13549,0,0,0,5,0,0,0,95,0,90,98,90,
apache/commons-collections,b84f8d695c7517173e8239e6653b9e3d18aa5278,7e392b90934e29435e7f6db4e6c417bf302a5db9,master,1610574320,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13549,13549,0,0,0,6,0,0,0,215,0,208,218,208,
apache/commons-collections,7e392b90934e29435e7f6db4e6c417bf302a5db9,a803af8de661dbdb436b85d4797c44ec5f3e72fd,master,1610385375,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13549,13549,0,0,0,0,0,0,0,0,0,0,4,4,
apache/commons-collections,a803af8de661dbdb436b85d4797c44ec5f3e72fd,e21ed0b99bfc9fcb4b90fe06bf74b95e8182e507,master,1610116023,1,3,0,0,1,12,0,0,0,0,0,0,0,12218,12220,12219,12219,13549,13557,0,0,4,5,0,0,5,18,16,32,23,48,
apache/commons-collections,e21ed0b99bfc9fcb4b90fe06bf74b95e8182e507,473bb29aea2ac42287a755ac65f0488d11766de8,master,1609434641,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,1,0,0,0,11,0,11,11,11,
apache/commons-collections,473bb29aea2ac42287a755ac65f0488d11766de8,3a66c79e725295194eaa82fba3189be60c8255d1,master,1609434498,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,1,0,0,0,1,0,1,1,1,
apache/commons-collections,3a66c79e725295194eaa82fba3189be60c8255d1,67224814f6f62db72cf20473d4d3f4b55abfa6f5,master,1609286860,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,0,0,0,0,0,0,0,2,0,
apache/commons-collections,67224814f6f62db72cf20473d4d3f4b55abfa6f5,8f1983c9829945567be711b6d6cfd28d47d52a14,master,1609169629,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,0,0,0,0,0,0,0,3,0,
apache/commons-collections,8f1983c9829945567be711b6d6cfd28d47d52a14,5a0b58139db4a403aef14c61ecce25feddcfe3c4,master,1609169561,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,1,0,0,0,1,0,1,0,1,1,
apache/commons-collections,5a0b58139db4a403aef14c61ecce25feddcfe3c4,2e492e94a56f2548bd57c49461c5aa525c500fdc,master,1609169471,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,0,0,0,0,0,0,0,3,0,
apache/commons-collections,2e492e94a56f2548bd57c49461c5aa525c500fdc,3972e83317260316cf81266d82057cadb7d4baa7,master,1609169347,1,0,0,0,1,0,0,0,0,0,0,0,0,12218,12220,12219,12219,13558,13557,0,0,8,12,0,0,10,30,10,30,40,40,
apache/commons-collections,3972e83317260316cf81266d82057cadb7d4baa7,2f18447ed598383bac5475ec3936c33ea36a3abb,master,1607183636,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,2,0,0,0,1769,0,1722,1772,1722,
apache/commons-collections,2f18447ed598383bac5475ec3936c33ea36a3abb,242918e1595db4914640e7e3d76acbb59b388a3c,master,1607181425,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,1,0,0,0,2,0,4,2,4,
apache/commons-collections,242918e1595db4914640e7e3d76acbb59b388a3c,f717078a2c05b253172fdd497146428f739f3f9f,master,1606728365,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,0,0,0,0,0,0,0,2,1,
apache/commons-collections,f717078a2c05b253172fdd497146428f739f3f9f,d2e567562f8c364abcab9a094ec090229529925f,master,1606506487,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13558,13558,0,0,0,0,0,0,0,0,0,0,3,0,
apache/commons-collections,d2e567562f8c364abcab9a094ec090229529925f,d9f86645d9b180a6f808c47b165c697a1bcfc977,master,1606506251,0,0,0,0,0,0,0,0,4,0,0,0,0,12215,12219,12219,12215,13558,13559,0,0,18,0,0,0,23,0,17,0,23,17,
apache/commons-collections,d9f86645d9b180a6f808c47b165c697a1bcfc977,36b9fa53d295b8a105c5c98f5da47ec7fe634c40,master,1606505985,0,0,0,0,0,0,0,0,0,4,0,0,0,12215,12219,12215,12219,13559,13559,0,0,0,0,0,0,0,0,0,0,3,0,
apache/commons-collections,36b9fa53d295b8a105c5c98f5da47ec7fe634c40,a8972d5bcdd819e4a35789a37ea9189cc5a7bd5f,master,1606505879,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13559,13559,0,0,0,1,0,0,0,12,0,1,12,1,
apache/commons-collections,a8972d5bcdd819e4a35789a37ea9189cc5a7bd5f,4a980fadc47e1983a7435ec4666763bd8bdea205,master,1606505767,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13559,13559,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,4a980fadc47e1983a7435ec4666763bd8bdea205,979d2727ae8df615292524b0b0ae0ff03ab261a9,master,1606505572,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13559,13559,0,0,0,2,0,0,0,170,0,175,174,176,
apache/commons-collections,ba85c69b536e667566266c1f12116c6e32b2b885,979d2727ae8df615292524b0b0ae0ff03ab261a9,master,1606505443,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13559,13559,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,979d2727ae8df615292524b0b0ae0ff03ab261a9,e013bd8d77014d5f7db81ae477a6181e510abd86,master,1606202790,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13559,13559,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,e013bd8d77014d5f7db81ae477a6181e510abd86,12e9e5aae3c55d8d9db1288951d5ec75328cc701,master,1605985534,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13559,13559,0,0,0,3,0,0,0,17,0,17,17,17,
apache/commons-collections,12e9e5aae3c55d8d9db1288951d5ec75328cc701,536566350c3213a38a483119c34b350a859214c9,master,1605985157,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,12219,12219,12219,13559,13559,0,0,0,1,0,0,0,2,0,2,2,2,
apache/commons-collections,536566350c3213a38a483119c34b350a859214c9,1ade1ce39493589b2f052ae73cb9e26addfa3e2d,master,1605984576,0,0,0,0,2,0,0,0,4,0,0,0,0,12215,12221,12219,12217,13559,13559,0,0,2,0,0,0,0,0,2,0,0,2,
apache/commons-collections,1ade1ce39493589b2f052ae73cb9e26addfa3e2d,7772907e3a1c379261d7614fc53d3a6d24343bcd,master,1605981253,0,0,0,0,0,0,0,0,0,0,0,0,0,12217,12217,12217,12217,13561,13561,0,0,0,6,0,0,0,12,0,12,12,12,
apache/commons-collections,7772907e3a1c379261d7614fc53d3a6d24343bcd,057ab56f3e3b9bf999104f29e9b1534a611298cc,master,1605980974,0,0,0,0,0,0,0,0,0,4,0,0,0,12217,12221,12217,12221,13561,13561,0,0,0,5,0,0,0,27,0,27,27,27,
apache/commons-collections,057ab56f3e3b9bf999104f29e9b1534a611298cc,080a393b4fb33dbdfd4292c219fdce30bd5c19d5,master,1605971528,0,0,0,0,0,0,0,0,0,0,0,0,0,12221,12221,12221,12221,13561,13561,0,0,0,1,0,0,0,2,0,8,2,8,
apache/commons-collections,080a393b4fb33dbdfd4292c219fdce30bd5c19d5,8ce3f9a199205105556c1cca5c0e8f8e84d3ec3f,master,1605928088,1,0,0,0,1,0,0,0,0,0,0,0,0,12220,12222,12221,12221,13561,13560,0,0,9,13,0,0,25,70,25,70,95,95,
apache/commons-collections,8ce3f9a199205105556c1cca5c0e8f8e84d3ec3f,210b461d24a92be239bf81df12c9421c39911148,master,1605925418,2,27,0,0,143,27,0,0,138,0,0,0,0,12081,12364,12221,12224,13561,13421,0,0,121,35,0,0,5,48,189,104,53,293,
apache/commons-collections,210b461d24a92be239bf81df12c9421c39911148,f6b9e3cd8e02597ab42d56802519b6f673c97b6e,master,1605889502,0,0,0,0,0,0,0,0,0,0,0,0,0,12224,12224,12224,12224,13564,13564,0,0,0,1,0,0,0,4,0,8,4,8,
apache/commons-collections,f6b9e3cd8e02597ab42d56802519b6f673c97b6e,0d10d917d71072dacba090aa864090523ff5502c,master,1605839838,0,0,0,0,0,0,0,0,0,0,0,0,0,12224,12224,12224,12224,13564,13564,0,0,8,1,0,0,25,1,17,1,26,18,
apache/commons-collections,0d10d917d71072dacba090aa864090523ff5502c,70fba6c8e0f82e247c04cb1fbba1233241a081fa,master,1605839485,0,0,0,0,9,0,0,0,4,0,0,0,0,12220,12233,12224,12229,13564,13564,0,0,2,2,0,0,0,86,34,67,86,101,
apache/commons-collections,70fba6c8e0f82e247c04cb1fbba1233241a081fa,28f5832fa2d06e9ea8f88d2fe498cc19757f6c70,master,1605481893,0,0,0,0,0,0,0,0,0,4,0,0,0,12229,12233,12229,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,4,1,
apache/commons-collections,28f5832fa2d06e9ea8f88d2fe498cc19757f6c70,14ff6fae576085767045bff074c35f2b0220b317,master,1604963218,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,1,0,0,0,8,0,2,11,2,
apache/commons-collections,14ff6fae576085767045bff074c35f2b0220b317,1d3367b642db8775ce06550ebfa28cda87155342,master,1604487757,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,1d3367b642db8775ce06550ebfa28cda87155342,cafb8895b5a2ec800417fbb47ce524f842e5820c,master,1604301603,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,2,1,
apache/commons-collections,cafb8895b5a2ec800417fbb47ce524f842e5820c,49701f35458372b7286b340bfc4a11cc6c042ecf,master,1604064229,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,49701f35458372b7286b340bfc4a11cc6c042ecf,f51e6c61ed591b85525a2a10adef1fba834d5007,master,1603654076,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,1,0,0,0,13,0,40,13,40,
apache/commons-collections,f51e6c61ed591b85525a2a10adef1fba834d5007,7e953fd6dd0d35e19239169edf72298be02d550e,master,1603650880,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,17,0,
apache/commons-collections,7e953fd6dd0d35e19239169edf72298be02d550e,6c35a010ecebeec30275df1e0727dd4b29778370,master,1602469502,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,1,0,0,0,14,0,4,17,4,
apache/commons-collections,6c35a010ecebeec30275df1e0727dd4b29778370,8db7f684d30bf8df1e34d92e09ef83df8bb876be,master,1601535010,0,0,0,0,0,0,0,0,4,0,0,0,0,12229,12233,12233,12229,13573,13573,0,0,0,0,0,0,0,0,0,0,7,2,
apache/commons-collections,8db7f684d30bf8df1e34d92e09ef83df8bb876be,fb3dc8d405eabed156549b59f3db01ccf96cbf1e,master,1601533632,0,0,0,0,0,0,0,0,0,4,0,0,0,12229,12233,12229,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,6f9cab00b57c3e41a175eb0567540603037bdfd4,fb3dc8d405eabed156549b59f3db01ccf96cbf1e,dependabot/github_actions/actions/setup-java-v1.4.3,1601532155,0,0,0,0,0,0,0,0,0,4,0,0,0,12229,12233,12229,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,fb3dc8d405eabed156549b59f3db01ccf96cbf1e,fa11e5702bafb392b20633a0e8c9617cab9a0276,master,1601275849,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,8c3c818b1c6ab9503cd2c16213caae8b8c85e5a7,fa11e5702bafb392b20633a0e8c9617cab9a0276,dependabot/maven/com.puppycrawl.tools-checkstyle-8.36.2,1601274668,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,fa11e5702bafb392b20633a0e8c9617cab9a0276,e447a928da706e445bd4bb28c956d82888032914,master,1600929617,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,ad345a4ac7110fb487319a24964cb26056e5de78,e447a928da706e445bd4bb28c956d82888032914,dependabot/github_actions/actions/checkout-v2.3.3,1600926847,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,e447a928da706e445bd4bb28c956d82888032914,862b37628ecbc5c879b0c083d50ffac0be3f725d,master,1600545845,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,862b37628ecbc5c879b0c083d50ffac0be3f725d,7d7c8fbdee62cb563f124dffe207b84ba916d5a0,master,1600544564,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,2,2,
apache/commons-collections,7d7c8fbdee62cb563f124dffe207b84ba916d5a0,81e3a7ec0492148724da4512fcefcb47ba82894a,master,1599715696,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,72c92a88b2bec3a7b99886369a64d60b17236c77,81e3a7ec0492148724da4512fcefcb47ba82894a,dependabot/maven/commons-io-commons-io-2.8.0,1599715341,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,81e3a7ec0492148724da4512fcefcb47ba82894a,2ccfb90d3c1e098f0cf508d82d092ee107f17523,master,1598982811,0,0,0,0,0,0,0,0,4,0,0,0,0,12229,12233,12233,12229,13573,13573,0,0,0,0,0,0,0,0,0,0,4,1,
apache/commons-collections,2ccfb90d3c1e098f0cf508d82d092ee107f17523,bdf4891009087be1a630306fae0c76454ff7d7bc,master,1598923380,0,0,0,0,0,0,0,0,0,4,0,0,0,12229,12233,12229,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,bdf4891009087be1a630306fae0c76454ff7d7bc,2b30a7b600ebc0c71dea40ec4f517abaa3534382,master,1598854829,0,0,0,0,0,0,0,0,4,0,0,0,0,12229,12233,12233,12229,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,5b298f0d1471635eddaf603b7710846345ec1b6f,2b30a7b600ebc0c71dea40ec4f517abaa3534382,dependabot/maven/com.puppycrawl.tools-checkstyle-8.36,1598853096,0,0,0,0,0,0,0,0,4,0,0,0,0,12229,12233,12233,12229,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,2b30a7b600ebc0c71dea40ec4f517abaa3534382,679d515f646ebb0d42fd17bc0bf0bcb15cceab2e,master,1598619714,0,0,0,0,0,0,0,0,0,4,0,0,0,12229,12233,12229,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,3,1,
apache/commons-collections,679d515f646ebb0d42fd17bc0bf0bcb15cceab2e,cec45f826fad9e0eeccfcb1805300e75c4dfe5d2,master,1598606932,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,1,1,0,0,1,3,1,3,7,7,
apache/commons-collections,cec45f826fad9e0eeccfcb1805300e75c4dfe5d2,a60636f5f3dcb9bacdb3ac641e7ef071d7efbb02,master,1598421954,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
apache/commons-collections,8c45b86cb8a1cbdb6654ae0473fda645bc6213c9,a60636f5f3dcb9bacdb3ac641e7ef071d7efbb02,dependabot/github_actions/actions/setup-java-v1.4.2,1598421394,0,0,0,0,0,0,0,0,0,0,0,0,0,12233,12233,12233,12233,13573,13573,0,0,0,0,0,0,0,0,0,0,1,1,
