2020-06-19 11:44:06,44ade1ae800baaa06d0b8a56c731856aec859b34,85.685,logos,zalando/nakadi,0,0,0,1,0,0,13,0,0,0,0,0.0,0.0
2019-11-19 12:51:20,c114645bcceeb7d624fb26cb04610864900e0389,0.005,dmitry_likes_imports,zalando/nakadi,0,0,0,1,0,0,1096,0,0,0,0,0.0,0.0
2019-05-06 16:55:52,4637db72d70bb627fd56c0aab5ede92cd68e699c,60.101,ARUHA-596-commit-performance,zalando/nakadi,0,0,0,1,0,0,439,0,1.0,0.0,0.0,0.333,0.0
2018-10-23 13:34:49,b11c36ddc6c48fc7955eaa81753b2c9aa93f5a8e,87.273,master,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,8200,0,0,0,0,0.0,0.0
2018-06-29 15:14:51,94de8247ed4b868d626510395f35ddddccca5994,87.273,master,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,9576,0,0.35797665369649806,0.0,0.13618677042801555,0.165,0.0
2018-06-22 10:47:01,4e7b245e3b7c8e1145c7930f10e1cc0607134065,87.273,master,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,743,0,0.9607843137254902,1.0,1.0,0.987,2.0
2017-12-11 10:32:07,33a606f1c8d141d7ed5ebb597f93e9e0c1c36301,88.776,es2015,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,123,0,0,0,0,0.0,0.0
2017-06-15 13:20:45,33a606f1c8d141d7ed5ebb597f93e9e0c1c36301,88.776,1.0.0,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,123,0,0,0,0,0.0,0.0
2017-06-15 13:15:16,33a606f1c8d141d7ed5ebb597f93e9e0c1c36301,88.776,master,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,123,0,0,0,0,0.0,0.0
2017-06-15 13:09:23,1f6f38bfbde44d9daa4ae2f67ce522e81ed6754d,88.776,1.0.0,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,61,0,0,0,0,0.0,0.0
2017-04-06 13:13:51,1f6f38bfbde44d9daa4ae2f67ce522e81ed6754d,88.776,master,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,61,0,0,0,0,0.0,0.0
2017-01-10 11:55:03,e37bd3189dbcedd699134aeb79872ffc17128e2d,88.776,master,Microsoft/powerbi-visuals-utils-tooltiputils,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
