2020-06-08 07:50:20,58fcfa76cabacd89336621753c776b51d217b61f,96.08,3.2,db8c3790873d09f0b8c498eb7ae74d63b511190b,0,0,0,1,0,0,45,0,chrisvest/stormpot,0,96.084,0,0,0,0.0,0.0
2020-06-04 18:48:33,e0bb8f16034e217a0b88307ff3f7f2d8ee941d2d,95.8,3.1,95724578ba4629471cae31d10b40094cd4f8f0cf,0,1,0,0,14,0,49,100.0,chrisvest/stormpot,0,95.798,1.0,1.0,1.0,1.0,1.0
2020-06-02 20:13:02,bc088deffb2a000a10dc1aff5e70330b0a0e4a2f,95.89,3.1,4f8ca128d7b4c9503a678fbc479ba896ee7bdf3b,0,1,0,0,21,0,22,84.615,chrisvest/stormpot,0,95.893,0.0,0.0,1.0,0.333,0.0
2020-06-02 16:27:05,4f8ca128d7b4c9503a678fbc479ba896ee7bdf3b,95.67,3.1,5e4f69f3dd9577fb428bf5e5221b1800ad35c61c,0,1,0,0,78,0,223,95.833,chrisvest/stormpot,0,95.669,0.1510791366906475,0.04316546762589928,0.05755395683453238,0.084,0.043
2020-05-31 14:04:55,5e4f69f3dd9577fb428bf5e5221b1800ad35c61c,95.12,3.1,d75d331568d5cf26a64fcdad278fb563e9f28893,0,1,0,0,249,0,19,92.063,chrisvest/stormpot,0,95.122,0.8238993710691824,0.8238993710691824,0.949685534591195,0.866,0.824
2020-05-24 20:08:09,d75d331568d5cf26a64fcdad278fb563e9f28893,95.55,3.1,51511f2ca28c180010a7c926915c75c3bb07979f,0,0,0,1,0,0,27,0,chrisvest/stormpot,0,95.547,0.0,0.6,1.0,0.533,0.96
2020-05-24 18:42:44,51511f2ca28c180010a7c926915c75c3bb07979f,95.64,3.1,8268473068ca25b84c78a3cd5a409ffb9e72bbae,0,0,0,1,0,0,10,0,chrisvest/stormpot,0,95.644,0,0,0,0.0,0.0
2020-05-24 13:27:11,8268473068ca25b84c78a3cd5a409ffb9e72bbae,95.55,3.1,95a1c49da9d3b4efed31e862c91d1f4ebbc565bd,0,1,0,0,5,0,19,100.0,chrisvest/stormpot,0,95.547,0.15,1.0,1.0,0.717,1.0
2020-05-17 11:04:10,cd654145193948eab1850be6a940a4ce8b7a3d4b,94.97,3.1,3ae0f51b3ea68e279f6d18f4db636bc023eb2da1,0,0,0,1,0,0,37,0,chrisvest/stormpot,0,94.969,0,0,0,0.0,0.0
2020-05-15 11:29:14,cfabc429b50aa94943121aa5e576dfb34b883ade,95.85,3.0.1,6397cf02b149cffa13387790a42514faaf18228c,0,0,0,1,0,0,2,0,chrisvest/stormpot,0,95.849,0,0,0,0.0,0.0
2020-05-15 11:15:45,6397cf02b149cffa13387790a42514faaf18228c,95.6,3.0.1,ba793bc0d6f8c7209f2a6644141558ed3a08c8cc,0,0,0,1,0,0,2,0,chrisvest/stormpot,0,95.597,0,0,0,0.0,0.0
2020-05-12 07:47:08,ba793bc0d6f8c7209f2a6644141558ed3a08c8cc,95.6,3.0.1,48fa5b5a7c86646ad07ad24371f7556b1a6fc1ec,0,1,0,0,4,0,28,100.0,chrisvest/stormpot,0,95.597,0.84,1.0,1.0,0.947,1.0
2020-05-12 07:47:08,3ae0f51b3ea68e279f6d18f4db636bc023eb2da1,94.97,3.1,5b6ab6aa045de13c459312c9929ce3ea771b4319,0,1,0,0,4,0,28,100.0,chrisvest/stormpot,0,94.969,0.24,1.0,1.0,0.747,1.0
2020-05-09 12:39:25,75ad62021fa09421418354a203943317235e3ec6,95.07,3.1,74ceff5c1d00a961bd716eaf505c816fbfebe218,0,1,0,0,80,0,1,90.476,chrisvest/stormpot,0,95.074,1.0,0.8181818181818182,1.0,0.939,0.819
2020-05-08 20:33:33,9cfdec02a6b0216cc747a5e76f7848cb7cbd1a16,95.42,3.1,75261a29422fc4797b4b789e911d4c0c07cce41e,0,0,0,1,0,0,1,0,chrisvest/stormpot,0,95.421,0,0,0,0.0,0.0
2020-05-08 20:24:27,75261a29422fc4797b4b789e911d4c0c07cce41e,95.17,3.1,74ceff5c1d00a961bd716eaf505c816fbfebe218,0,0,0,1,0,0,24,0,chrisvest/stormpot,0,95.173,0,0,0,0.0,0.0
2020-05-06 15:50:32,8a535583d71c7c992be4608aa275cdf172bd735d,95.17,3.1,8a7471e58cf4718b80c51d1ba9299421c7b6f6d2,0,1,0,0,7,0,0,0,chrisvest/stormpot,0,95.173,0,0,0,0.0,0.0
2020-05-06 08:42:24,54412e8930bec843e89994d4ef25c299825d52ca,95.17,3.1,7bb874689b90f609890fbd921b2c7de631cf7021,0,0,0,1,0,0,30,0,chrisvest/stormpot,0,95.173,0,0,0,0.0,0.0
